,company,title,source,time,url,label_x,score_x,label_y,score_y,label_z,score_z,zero_shot_label,zero_shot_score,Date,ticker,environmentScore,socialScore,governanceScore,Open,High,Low,Close,Adj Close,Volume
2477,LVMH,"Mercier, champagne, Champagne traditions - Wines & Spirits",LVMH,Jul 3,https://news.google.com/read/CBMiaEFVX3lxTFBUSDJuR0JmR19PTWNUODB1dUU0QUdPMVJUbnhJbkFhT2FpMDBzSTl4dm1tRmFnTVdnNXBXcUdDZDQtVENlLUxGaHltV2RSQ0FaZ0o2bG1xNTI0UWp4WWRjbDZ6WDlCT042?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9995429515838624,neutral,0.9998857975006104,Neutral,0.9883188009262084,social,0.6775119304656982,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2478,LVMH,Perfumes & Cosmetics,LVMH,Jul 3,https://news.google.com/read/CBMiYEFVX3lxTE9aS0dUa0VjaWNYUHBicDV3bDh1SjExT2p5WGxrQ19GRURHYTJtRnVjeTJURTlxWmxuSlJXR3RYRkp5UC1GaU1ITWM0RXlqNVlfaTQ3NjNnQ2tQdlBpb0lMRw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.985040545463562,neutral,0.999886155128479,Neutral,0.9842867255210876,social,0.6118950843811035,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2479,LVMH,LVMH hosts fifth edition of LVMH Watch Week in Miami from January 28th to February 1st,LVMH,Jan 30,https://news.google.com/read/CBMijwFBVV95cUxPSkVLRG1BT3NHTmhKcnJBeUdES3g0TGJycVdXVE1MY0hwZHBid2hiYU1rdXROWHJ4YU9nalUtTTE3em5jUlBucm9fajB4b01iUjRHUFNjWl84Nl9fTF95RU5ISmU0QTlDc3NIZ1lwWVFPT2N4Q2huLTlfQ3pzR0dCZm8wem1TdURnejlxSjJJaw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9111655950546264,neutral,0.9998887777328492,Neutral,0.9870540499687196,social,0.4510952532291412,2024-01-30,MC.PA,0.8,5.7,5.6,778.099976,785.799988,774.400024,782.0,774.639282,353778.0
2481,LVMH,News LVMH,LVMH,Jul 3,https://news.google.com/read/CBMiREFVX3lxTE9UempZaHdoYWdTVTMyVmhDR1Judy04Q3N0TjBYUjU3RWZJVEFMSTM5ekNfNHpoZ3lKYzc5SFlwQzVjSUJH?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.5532998442649841,neutral,0.9998698234558104,Neutral,0.9736945033073424,social,0.6650663018226624,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2482,LVMH,Our commitment for People,LVMH,Jul 3,https://news.google.com/read/CBMiYkFVX3lxTE1Td1dCTXVRSU9CWm1kaE1ySDdORTdUYkdJa0N6RG1JS2NzcUR2c1U4X042aC1FcWJBNXlFOWhhNDAxcWJmVXFVVWpLSURmWFVSUlZpMDU3X2NLdlBUZk9MdXZ3?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9992311000823976,neutral,0.9998701810836792,Neutral,0.945397675037384,social,0.9322127103805542,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2483,LVMH,Cheval Blanc,LVMH,Jul 3,https://news.google.com/read/CBMib0FVX3lxTE54TkgyQm9jeWpMc2tQNUxCZ0FlZE83RzI0dkVqYnEtTGZDWm44MDE1U1Jxa0RmUDZXV0NUNS1ZcnUxME53QTBKNmRrU1F2bjJ4bGRSWDhqbWlnQTRIdlFrejlJV3NxbmZLa2h2MDA3aw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.992644429206848,neutral,0.9998430013656616,Neutral,0.9585319757461548,social,0.5223855376243591,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2484,LVMH,Volcan de mi Tierra,LVMH,Jul 3,https://news.google.com/read/CBMidEFVX3lxTE5VMW8zcjFOSVpDSGIwZjF4aVRpd0czRFEwSG1sRlB2b0VrNERkTHRCYjRnTFRBa1N3SHctWGFhWWk5Ym9iSTFWZzZGYlNtRVNPYkJxdUtMOWlLeV9za254SC1YOU1KdFJNa2Z0akdFeTdmZmU4?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9807384610176086,neutral,0.999875545501709,Neutral,0.9803202152252196,environment,0.7743680477142334,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2485,LVMH,"Dom Pérignon, vintage champagnes - Wines & Spirits",LVMH,Jul 3,https://news.google.com/read/CBMia0FVX3lxTFBoNHFCVTJWbEdlTFRuY3VUbHNER21IaWZUbUlBUW9idS1fNVhiQmhmWTZaOXFTeW1FQ2lQNFR5NkQ1MFZ6RGN6b3psTXl1Wm1yWGdNNnBySlducndvVkxyZ1dfWWlMZFFBQ0lR?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9993093013763428,neutral,0.9998840093612672,Neutral,0.9824606776237488,social,0.6255302429199219,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2486,LVMH,Sephora,LVMH,Jul 3,https://news.google.com/read/CBMibEFVX3lxTFBPbmJYZWo2OWx3ZEJNbGNjZVI5UUNKRUhHXzFkY0o1ZUszOGJUbVVCSVhnT2c2ZVBHZVpjaVFBLTk1dGcwams3bHVKNVB1NHRQX0VjNi02al9UZWNnd0RtWThLOWhYVkZoZEhTYg?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9843272566795348,neutral,0.9998667240142822,Neutral,0.9655499458312988,social,0.6352668404579163,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2487,LVMH,Selective Retailing,LVMH,Jul 3,https://news.google.com/read/CBMiYkFVX3lxTE81blYyU3IxVGtrM0Z0Z2ZNbFVnaDE2VnRnaG4taDZRb01IblFNODA2VEtUWlNNQlF3bnZLNFRUY2puX2VBRUtIRy1RQVQtdTdnem1WT19HMDRyTlBzQVBmc1p3?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.986502766609192,neutral,0.9998488426208496,Neutral,0.9659807682037354,social,0.5332819223403931,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2488,LVMH,Journey to the American West with Louis Vuitton Fall-Winter 2024 Men’s Collection,LVMH,Jan 17,https://news.google.com/read/CBMitAFBVV95cUxOYW01VTlCRXp5VFA5aWxhZmg3LUt2cFBITDFpZWgxYlliNElsSGdXb0g0RmlQTm9jWXlHSGpram82ZVRndG1kdXI5ODlPZXZJUDVjbjh5RFNiMDh5RVpVYVpnN01hVWV2VzZRQXBfdFJPQlVwSzhTLVpwcUhKNjFmSEQ5em5ncEk4VU10QndtSFVoSmVGX1ZGZEx5MmRlRU1iNmhZWHZ2MlY0d1FDbWFFN085Q0E?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9986438155174256,neutral,0.9997876286506652,Neutral,0.9798863530158995,social,0.4904425740242004,2024-01-17,MC.PA,0.8,5.7,5.6,656.400024,658.700012,644.0,647.400024,641.306274,512431.0
2489,LVMH,LVMH Métiers d’Excellence back on tour in France and Italy to meet future talents,LVMH,Jan 18,https://news.google.com/read/CBMitAFBVV95cUxQbVJfM3VwQUJvcWZzRUN4UmtVUkxWUEdiUU9JT2gtVmJUV0N0LXVvTi00ei1tZGRoWW50UUpWMU5RMm1RUUR3d09nNEYzWHB2b08zRWtwN3VDc18yUE5ZeFlfaFktb3lLcXV5MkdGMUZBTDZUMnZ6d3R1VnE3Y0VXYmVzRVNkZWNEcHBaSTU0NHZCSXpaUHdjY0VZY0JYTzd0RjMycGNGZ09GN2ZpMXhVeE5MbmE?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9987022876739502,neutral,0.9994574189186096,Neutral,0.9147411584854126,social,0.8215713500976562,2024-01-18,MC.PA,0.8,5.7,5.6,670.0,673.700012,655.799988,663.400024,657.155701,625730.0
2490,LVMH,ESG,LVMH,Jul 3,https://news.google.com/read/CBMiSkFVX3lxTE9iNGdMU2hwYW85X29Ga0JueDVUOEhwVy02TW1YN0M0QkROOGpOQUZaVU1qQzJiNzJQcERDdDNfSVFNczhHbjBwQ0R3?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.8377247452735901,neutral,0.9998738765716552,Neutral,0.8987627029418945,environment,0.5037073493003845,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2491,LVMH,"Givenchy, high end ready-to-wear for men and women - Fashion & Leather Goods",LVMH,Jul 3,https://news.google.com/read/CBMib0FVX3lxTE42Q254eWc1NHR1c2pxUTZlY3pRYS1HTkRkV0NKU2UzUkd2eVJNQ0phSl9kMkNKbjdOc1VWd1lld2c4M25DMlhLbm5pQ0tTWmJXcVFNQ2ZWdFhHX0tMeWYyWExwUFozTmNvSG5JamxJZw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.980262815952301,neutral,0.9998748302459716,Neutral,0.980451762676239,social,0.8163143396377563,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2492,LVMH,WORK AT LVMH,LVMH,Jul 3,https://news.google.com/read/CBMiU0FVX3lxTE1TTmVmSEhRc3BWZzA3TDZWMmdTQkVUUFN0cld0S2RobzRBMlFZWng3WmpIRlFXXzdiV2tpYjYybzgza1lMU2taY21YOS1YYWdITTVz?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.7195704579353333,neutral,0.9998867511749268,Neutral,0.9727175235748292,social,0.6680072546005249,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2493,LVMH,LVMH launches entertainment venture led by Arnault heir and US boss,Reuters,Feb 22,https://news.google.com/read/CBMiwgFBVV95cUxOdEVFTVZpRGtmMXBqUUdUMGxFREJWUHJ3TUNGbjRKX1dkcVktQ2llYkt5cWhIZVVld0UxVnhzMHZlUzFWNnp0aEUzWTRyWS13a0s5bHNnRjZIMXJVMmMyVTRaNU5lbzg4alVlYmptb25zaFhwTFhSR3FuRTBLS1hZU1V5a1lGaDBPN0VnSGFlSzNObUhoTnhMNndjcTAyT19USm1XZnpwNEVSZTY2M05UWFc4aDk3RWVFcHdPbTBJZWtiQQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9991708993911744,neutral,0.9998676776885986,Neutral,0.9700470566749572,government,0.2928378880023956,2024-02-22,MC.PA,0.8,5.7,5.6,826.299988,840.400024,821.5,840.400024,832.489624,392244.0
2494,LVMH,Wines & Spirits,LVMH,Jul 3,https://news.google.com/read/CBMiWkFVX3lxTE11cDhHcFA3TnFNbHNxWVF2c0pjblhIQmJBMnBCQ3hyc1ctbDNWeWwtWjlpRjEyV3QwcGplbjdsWVU1TzE2eUF6eHZ3MDF1RUNDYlhQZ1pVRzBkUQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.999311089515686,neutral,0.999880075454712,Neutral,0.961000919342041,social,0.7338874936103821,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2495,LVMH,LVMH grows sales as luxury shoppers show resilience,Reuters,Jan 25,https://news.google.com/read/CBMirgFBVV95cUxNLXVlMVZOWW13alVCWWc2eGI0MVk2MHVWeVZ2LTdsVWhsZFpjc2VpNW4wWXp4TTBsQWtiQmp4cEJNZUNRblhReHJTeEJLZ1A4eEtQZVV5OVZTWkE5U3lpQVp4M041cElRczREeF9RaUc4cDVLdFRxVjB3eWhZaFJ5WGxXSnk0T0FKa2tyRFNYeDNwZVUtOEZnQVFwMUdqN0NqNDR5NUFuRGg0bHNzRmc?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9988204836845398,positive,0.999687671661377,Positive,0.8957653641700745,social,0.5585314631462097,2024-01-25,MC.PA,0.8,5.7,5.6,685.0,689.0,677.0,685.299988,678.849487,388550.0
2496,LVMH,LVMH Prize Reveals Eight Finalists,WWD,Apr 23,https://news.google.com/read/CBMigwFBVV95cUxNd0taZDJtV2ZoOHkxcUtRTjIwWlBuTHBvQVpnQURJbDJpTzFrVG1mb29aTURRWXQydnh6SnRWZHZmX2ItY3JYUWVMbUpHdDF0dGRlemh2UFBkbUJGbjd1ZXNuS19JbWYtY2dRZk9HcTlRSUhzalVUX2hXN2dHR3RudXVvZw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9972288012504578,neutral,0.9998699426651,Neutral,0.9832579493522644,social,0.6225305795669556,2024-04-23,MC.PA,0.8,5.7,5.6,795.0,799.599976,793.5,799.599976,799.599976,230251.0
2497,LVMH,Clos19,LVMH,Jul 3,https://news.google.com/read/CBMiY0FVX3lxTE0tazFINUpCMlhtQnI0SkdxSWY2ckxmZnAxQmxJVGNuUEpuY3ptNkZBX1QzNFJkQ2g0bldXX1ZhMmtFZjNxZ3ozMnU5VXIzR1VIMFdlZXV0cEZaVlVXaGtFS2tNZw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9570797681808472,neutral,0.999862790107727,Neutral,0.9508056044578552,social,0.489570677280426,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2498,LVMH,Other activities,LVMH,Jul 3,https://news.google.com/read/CBMiYkFVX3lxTE1mTUxYZEFLc2NCcnY4d2kxQjBmVEswaXlSR2xlUEMzSnhxbjc5eFo4enNRYXB2TER0MEI1UmVvQ2ZGazNGRG5Rd2VxbEpMR2xjVWpiOW1ZeFZWZFF3RzcyT1ln?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9901717305183412,neutral,0.9998776912689208,Neutral,0.9659476280212402,social,0.3430441617965698,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2499,LVMH,LVMH shares rise after luxury giant's Q1 sales offer element of reassurance,Reuters,Apr 17,https://news.google.com/read/CBMizAFBVV95cUxNLWd4UmVGNDFnalQwelI1ZnhQZXktclFFaGRMM1A1ZTlZcXFkUTJnZWY0Y0xHbnJiY01vMURqVlFTTUkyeUNPanlzSjBPRmxnQ3lDYjh2RGhlWi1KRkdia05Od1lGX01GRU1yam5keU1ZaWhvcEZyVDIwbmRraTliS0VXNnFQbTA2UUZwVTF1RF9Ic0w0SHVXZktSNkk0bDdub0ppN1R1UW1QYjQwb2lBUnVSQ1lHMThZT0RQY3RpVGtyVkpMLXF1Ry16WTU?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9937849044799804,positive,0.9996477365493774,Positive,0.913326621055603,social,0.7219025492668152,2024-04-17,MC.PA,0.8,5.7,5.6,806.299988,823.599976,794.900024,804.0,796.432251,504860.0
2500,LVMH,Being a LVMH shareholder,LVMH,Jul 3,https://news.google.com/read/CBMiZkFVX3lxTE5ENUJ3QV90REM3cGJTT1YtLTJGSUVSMTVKcWpySzg5N25ZbkgwYm0zd19WOXJBN05iRU1SblBHaW1HN0duR2IxaUxGMkpQNlI3blItNUF6NFRHS1VWQUY2Vjh1Rklndw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9700042009353638,neutral,0.9998722076416016,Neutral,0.9814727306365968,social,0.6312339305877686,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2501,LVMH,LVMH Sales Growth Slows Along With Demand for Handbags,Bloomberg,Apr 16,https://news.google.com/read/CBMisgFBVV95cUxOVHhaamZzQTVCWDEtS1I2TGlVQ21KSE81aWNqSXFraDF0Y3h3anpDdHN3bVpaTDFhWmtLVzZDa182Smpwc2cwS2JWNWdiVW9DdExoOENKNkVSV2FhLXpEQm1kN184anU2bzhlbFFDUVNaV3JucWNXeHBCVUhDV19XenE4U25mR2ZUY2NuUEIycFduelp3bUZmR1pLbXMxTmE5cEhrS0pudERGeDM2WWYzWXRB?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9997648596763612,positive,0.9083113074302672,Negative,0.8244951367378235,social,0.331447958946228,2024-04-16,MC.PA,0.8,5.7,5.6,783.400024,795.0,780.099976,781.799988,774.441162,345405.0
2502,LVMH,LVMH To Open a Center for Craftsmanship in the Heart of Paris,HYPEBEAST,"Oct 17, 2023",https://news.google.com/read/CBMifkFVX3lxTE5nWDBObWE5MFBaajQxd25pd0x0d3M4TFhWZnYxSndGTWM1S2w0YkFUalVNNElmVnFtc1p3QWh6ZXA2NTFfSnp5b3FzZmhHakxXMWNCWkdrYTNaY3V3T1o3cTE1b1pWZXJLVE1ZVnB3YjI3OWxLdnhtQ2JlWm1LQQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9997302889823914,neutral,0.9998346567153932,Neutral,0.9578165411949158,social,0.6941995620727539,2023-10-17,MC.PA,0.8,5.7,5.6,668.900024,672.400024,655.299988,668.400024,656.90033,319434.0
2504,LVMH,"Newton Vineyard, a Napa Valley estate - Wines & Spirits",LVMH,Jul 3,https://news.google.com/read/CBMib0FVX3lxTE04ODdodTJMNE5oa3BRU0hYSVVlb3RHQ3J5NkFDalh1T0lfYVJXalo5b0g2bFZWR3djd0s2c0xLX0laYXVOVnFvYWROYkI0UEZQTjBlaGFJdjJwSUZfM2o1Y1lvdGl3MUJDNE00MVhYbw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9972180128097534,neutral,0.9998821020126344,Neutral,0.9851148724555968,social,0.5214810967445374,2024-07-03,MC.PA,0.8,5.7,5.6,714.0,725.599976,712.400024,714.799988,714.799988,323582.0
2505,LVMH,LVMH posts record profits and 86.2B euros in revenue for 2023,Fashion Dive,Jan 26,https://news.google.com/read/CBMikgFBVV95cUxPLXlfOXdPMzl4TWdnd29mRWJ2U25WWWVpZG9zbFNWQk9vbUZXdkJickdCT3NlRkdWdjV3d0V5WFZweGRSMmY5Snh4V3VUSnBNX0NBQm5EbkNSVXBqUHNmdzdqS3NKc1lzWlJ2NmZCd2VJSi1Tb2hoTURleUpUNFJtX0dmTFoxczZaVDlrWm84WGFqUQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.89751136302948,positive,0.9995734095573424,Positive,0.9383543133735656,social,0.4509225487709045,2024-01-26,MC.PA,0.8,5.7,5.6,732.0,779.900024,728.799988,773.099976,765.823059,1519188.0
2506,LVMH,LVMH revenue falls 2% in Q1,Fashion Dive,Apr 17,https://news.google.com/read/CBMifkFVX3lxTFBBV3VMNHI3WmNpWmhzeHFhZkthVWNGeVpqTjNrTnpWbk94azBXNzc5VzRKMTNwUHV1UTNEdDJOaXVXOFVacllPd0dWMkpBd2x2emtoTkVBamdnSndzb1FLSVNDMmJLc2VuMlpqYXdPalJuRkFweFpCbU45elplZw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9985647797584534,negative,0.9986334443092346,Negative,0.9204516410827636,government,0.2945803701877594,2024-04-17,MC.PA,0.8,5.7,5.6,806.299988,823.599976,794.900024,804.0,796.432251,504860.0
2507,LVMH,LVMH Circularity,LVMH,Jul 5,https://news.google.com/read/CBMihAFBVV95cUxNX0w4RUVzNFhCV09WamJBXzN6WkE4MmJaTVB4V2tDS29DcFBLVHR5OXZodnJBWkV4NlluSE5TTlNSeVd6WHpORi1kdnZnQUd3QVJtMXJaeWlhYXloY0ViVEJxYXFqNENKQ2RQaXV5V0JaRGozckFwODcyTDZFLU16bVFlWjg?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9948123693466188,neutral,0.9998838901519777,Neutral,0.967681884765625,social,0.6841835975646973,2024-07-05,MC.PA,0.8,5.7,5.6,723.900024,726.0,712.599976,716.400024,716.400024,172452.0
2508,LVMH,At the LIFE 360 Summit,LVMH,"Dec 14, 2023",https://news.google.com/read/CBMiyAJBVV95cUxPOEVHTVBsVUNZV1hMNTdOSHVmeW5xM0M4dGpmZnlVdVlmSUQwWE9MZWZMLUpScndZSTBUbHV4dVVnUFN6cUFBM0F1QmJnclZFSFZncUptN1lzdFR5NVYxeWZhMmtkZkNLNnVEZGJ2b1c4eUtwZ01IR0ZoWVAtT3FQRDh0WXFzSHI1WmlqS2FiR091Y05JTU00VFVxRFRJSEpuTmJfV2hUOGtUaXZOeEdCNTNzR3lodC15TGtiSGNVVE9WeGptREh2T05qdWxLR05ydl9HVlNDbXBOaWNCaEROcEZrZ0hBZ3EweFFIN1NqZmpSVU1aeTZ3d2tDbVlHcE9HQWNJSUVfdW51MEp2WjZid0dmWTNsODF3dlQwYWx3ZTdKQkFhX2xkVXhHaDdLLUMwTmdicm1QdUtNUnJnVkRaUGZhT3Rqa3dz?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9897760152816772,neutral,0.999862790107727,Neutral,0.9852452874183656,environment,0.6599339246749878,2023-12-14,MC.PA,0.8,5.7,5.6,750.0,754.799988,741.200012,746.799988,739.77063,477648.0
2509,LVMH,LVMH Has Gobbled Up Legendary Paris Bistrot L’Ami Louis,Yahoo Finance,Jun 20,https://news.google.com/read/CBMiigFBVV95cUxPNHFCN2owdGZ3RE16Q1lPUjllRFlnR1BzY3Nsa185X1kwbUx1SGN4bGZZNGJLTWQxaWJIR2RDMUkzMDlJNkZDVmpsWDBmZkNmR3ZYdmlmSFl2MWFMaEF5QlZwLUtNN2l1QVQ3NlRZNjhXRWZXYjVkcG9KRFhsNV9NbUlOdUNSZWgxaXc?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9903643727302552,positive,0.9903329014778136,Neutral,0.967136800289154,social,0.6338338255882263,2024-06-20,MC.PA,0.8,5.7,5.6,707.700012,715.799988,706.200012,713.599976,713.599976,375045.0
2510,LVMH,LVMH tumbles as French luxury group's sales growth slows,Reuters,"Oct 11, 2023",https://news.google.com/read/CBMizwFBVV95cUxPNEJHUFBoR3FjR1N0aFl2S04yYW9XZ0NPU1I4c0dwdkN4eF9VSXhnSTd1SEdXc2w3NnQ2VUhyZllMSmw4NzhnVkZtTFR2clVjbGdYYzVzaFFfdzRYYXgyUVhrVkxqaHhzVFl0MHRDTkxURHZkTlV5enJianNoTHFkN1c2ank4VjhKLW5qUTZJTXFTQkp3emdnMjRUcHpLbnNrT2FUMjNYSVNQcnpPSlBTWWc1b3FSYW1Oc0ZtVGRXOUpEcmRjbXczTFo0ZjVpTUk?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9997400641441344,negative,0.9986796975135804,Negative,0.875646710395813,social,0.3055752217769623,2023-10-11,MC.PA,0.8,5.7,5.6,691.0,699.200012,671.5,686.099976,674.295776,1544205.0
2511,LVMH,LVMH goes fois gras as group buys famous Paris bistrot,Reuters,Jun 20,https://news.google.com/read/CBMiowFBVV95cUxOODYzVFlMUjdvUkItZ0w5WTcyeUtfeFU4X3VzTWI2c3libG50bFdNS2dJZnMxY2lQZkVhLXdqUUoxemNRdjc4M0pDMTI3UWJHY2VWNzgybjZ4OGtwZFRfNk1hdGQ5c2M3NXZLekhLX1A2S2tvYVVycFExeHpsVlRTV3g0VjZIMGR5TDVNVUN2NnZkUmVHY3ZzMTZacUJZV2poNzM4?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.832451343536377,neutral,0.9996436834335328,Neutral,0.9679047465324402,social,0.8558806777000427,2024-06-20,MC.PA,0.8,5.7,5.6,707.700012,715.799988,706.200012,713.599976,713.599976,375045.0
2512,LVMH,LVMH’s Stephane Bianchi promoted in top management reshuffle,Reuters,Mar 21,https://news.google.com/read/CBMiuAFBVV95cUxQVVZ5ZFMxT1FRZWpWV1ZWZWV2eExJSFNYZV9jel9fcHJZakFTSjNoNU0tMHo2SFh0eUFrZUZ2UVZJNXpoRUQyNnV5YmQ2TXNuc25LSEVyT19va3RDeHJNRVZvam16bUJ2Tnl3MDlsTXBNUl9TWXN2LXo5YWE2aVA2WHRoU3RQcnpCMGtFc1dCN0hPZEhobklTcEJieHV3QS1CTFRyd0dJa0NMdVluS1drZzIxNFpQcWo0?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9872295260429382,neutral,0.9996516704559326,Neutral,0.888706386089325,social,0.5718375444412231,2024-03-21,MC.PA,0.8,5.7,5.6,856.099976,857.900024,840.700012,847.900024,839.919067,312507.0
2513,LVMH,LVMH shares plunge after luxury giant reveals sharp slowdown in sales growth,CNN,"Oct 11, 2023",https://news.google.com/read/CBMihgFBVV95cUxPczZTLXpkcDVldW4zS1BZeWxPLWRnR0lJN29BbWdGWmZuTlB5Z2k0WWlYNUptT3o0SlB5VnEwQlhFb1VDbmNVMFRlMFRIVUE0R1hvNW51MUlVbU5QNG5FMl94NFNUUE1hVWFjZGs0MWFzNmlmNTV6SkVnY1R0d0Itcm1wUy1VQdIBfEFVX3lxTFBlQUxSOGtlUVgwRXA2OXRGeE1TQ3JsVFFJTS1mUlJfZkxCSHlUeDBBM1hDdmZtN1RZcl9qd1pDWkd1RUJXMjNFX3RKV3IzV21feGE3U2FhLWltY09vRzIwekFYeXk4Z0FIY0xXRmVFemNyVE44U3NZWTIxV0k?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.997575581073761,negative,0.9987484216690063,Negative,0.908467173576355,environment,0.3161409497261047,2023-10-11,MC.PA,0.8,5.7,5.6,691.0,699.200012,671.5,686.099976,674.295776,1544205.0
2514,LVMH,Weakened at Bernie’s,Puck,May 23,https://news.google.com/read/CBMifkFVX3lxTE5QamNFUzgySG10WmJZRzk2T2RWNUxPQlNCUzZ1SU5zRFFjS20tZjEwUS1OSXVRQU5UbUFZRmJvalBpRlFybFg4SXlOWXpJbWpGcjRTV3c4MWVnY3Q1UjBzUjFZRWFMRWZSS3RHZDlnTllJY3NYQjVVQXhnQWZpZw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9996660947799684,neutral,0.999839186668396,Neutral,0.978072702884674,social,0.4078152179718017,2024-05-23,MC.PA,0.8,5.7,5.6,751.799988,755.799988,749.700012,752.799988,752.799988,233402.0
2516,LVMH,Europe’s richest man liked this Paris bistro so much his company bought it,CNN,Jun 21,https://news.google.com/read/CBMijgFBVV95cUxOQUgyRmtZWmxzWDQzZ21OdFc1MzV2b3c1eVJIRnFEUGFiSjl3Y1d3ODhicVJxNzBHenNhQnI2UndjZ0F1czB3MjdyWThXRFdwenhTLXpOTHJPZ2E4SVdHdDJYY3JLTG1JOG5hS0c2NG5nSndVRHZ2YTBEZ0V3UlBtN3phUC1CSG1yYXVWOHdB0gGEAUFVX3lxTFAtdFNwdTFmY1U1QWpzd3hmZzBCa0tDVkVVc205cnN3TWk1TjVuSldObm1OVlFKYWJObXZaYmFVVHlTdF9PYXYxcEJpcUI5TW5VMmFiLUFTRWQ0dE1xRUZZX1d1UHdxcDNkcXY5VlNMc1lYT3ZUUWQ1NUNzdVdBVU9qWm1sdg?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9954179525375366,positive,0.8354644775390625,Positive,0.559548556804657,social,0.8828933835029602,2024-06-21,MC.PA,0.8,5.7,5.6,712.700012,719.5,710.400024,717.299988,717.299988,902570.0
